i	value	birth	sign	arc	q	r
9240	39375707363	11684607470	S	40	3	4321884953
9241	39375707360	11684607476	S	40	3	4321884932
9242	39375707357	11684607482	S	40	3	4321884911
9243	39375707354	11684607488	S	40	3	4321884890
9244	39375707351	11684607494	S	40	3	4321884869
9245	39375707348	11684607500	S	40	3	4321884848
9246	39375707345	11684607506	S	40	3	4321884827
9247	39375707342	11684607512	S	40	3	4321884806
9248	39375707339	11684607518	S	40	3	4321884785
9249	39375707336	11684607524	S	40	3	4321884764
9250	39375707333	11684607530	S	40	3	4321884743
9251	39375707330	11684607536	S	40	3	4321884722
9252	39375707327	11684607542	S	40	3	4321884701
9253	39375707324	11684607548	S	40	3	4321884680
9254	39375707321	11684607554	S	40	3	4321884659
9255	39375707318	11684607560	S	40	3	4321884638
9256	39375707315	11684607566	S	40	3	4321884617
9257	39375707312	11684607572	S	40	3	4321884596
9258	39375707309	11684607578	S	40	3	4321884575
9259	39375707306	11684607584	S	40	3	4321884554
9260	39375707303	11684607590	S	40	3	4321884533
9261	39375707300	11684607596	S	40	3	4321884512
9262	39375707297	11684607602	S	40	3	4321884491
9263	39375707294	11684607608	S	40	3	4321884470
9264	39375707291	11684607614	S	40	3	4321884449
9265	39375707288	11684607620	S	40	3	4321884428
9266	39375707285	11684607626	S	40	3	4321884407
9267	39375707282	11684607632	S	40	3	4321884386
9268	39375707279	11684607638	S	40	3	4321884365
9269	39375707276	11684607644	S	40	3	4321884344
9270	39375707273	11684607650	S	40	3	4321884323
9271	39375707270	11684607656	S	40	3	4321884302
9272	39375707267	11684607662	S	40	3	4321884281
9273	39375707264	11684607668	S	40	3	4321884260
9274	39375707261	11684607674	S	40	3	4321884239
9275	39375707258	11684607680	S	40	3	4321884218
9276	39375707255	11684607686	S	40	3	4321884197
9277	39375707252	11684607692	S	40	3	4321884176
9278	39375707249	11684607698	S	40	3	4321884155
9279	39375707246	11684607704	S	40	3	4321884134
9280	39375707243	11684607710	S	40	3	4321884113
9281	39375707240	11684607716	S	40	3	4321884092
9282	39375707237	11684607722	S	40	3	4321884071
9283	39375707234	11684607728	S	40	3	4321884050
9284	39375707231	11684607734	S	40	3	4321884029
9285	39375707228	11684607740	S	40	3	4321884008
9286	39375707225	11684607746	S	40	3	4321883987
9287	39375707222	11684607752	S	40	3	4321883966
9288	39375707219	11684607758	S	40	3	4321883945
9289	39375707216	11684607764	S	40	3	4321883924
9290	39375707213	11684607770	S	40	3	4321883903
9291	39375707210	11684607776	S	40	3	4321883882
9292	39375707207	11684607782	S	40	3	4321883861
9293	39375707204	11684607788	S	40	3	4321883840
9294	39375707201	11684607794	S	40	3	4321883819
9295	39375707198	11684607800	S	40	3	4321883798
9296	39375707195	11684607806	S	40	3	4321883777
9297	39375707192	11684607812	S	40	3	4321883756
9298	39375707189	11684607818	S	40	3	4321883735
9299	39375707186	11684607824	S	40	3	4321883714
9300	39375707183	11684607830	S	40	3	4321883693
9301	39375707180	11684607836	S	40	3	4321883672
9302	39375707177	11684607842	S	40	3	4321883651
9303	39375707174	11684607848	S	40	3	4321883630
9304	39375707171	11684607854	S	40	3	4321883609
9305	39375707168	11684607860	S	40	3	4321883588
9306	39375707165	11684607866	S	40	3	4321883567
9307	39375707162	11684607872	S	40	3	4321883546
9308	39375707159	11684607878	S	40	3	4321883525
9309	39375707156	11684607884	S	40	3	4321883504
9310	39375707153	11684607890	S	40	3	4321883483
9311	39375707150	11684607896	S	40	3	4321883462
9312	39375707147	11684607902	S	40	3	4321883441
9313	39375707144	11684607908	S	40	3	4321883420
9314	39375707141	11684607914	S	40	3	4321883399
9315	39375707138	11684607920	S	40	3	4321883378
9316	39375707135	11684607926	S	40	3	4321883357
9317	39375707132	11684607932	S	40	3	4321883336
9318	39375707129	11684607938	S	40	3	4321883315
9319	39375707126	11684607944	S	40	3	4321883294
9320	39375707123	11684607950	S	40	3	4321883273
9321	39375707120	11684607956	S	40	3	4321883252
9322	39375707117	11684607962	S	40	3	4321883231
9323	39375707114	11684607968	S	40	3	4321883210
9324	39375707111	11684607974	S	40	3	4321883189
9325	39375707108	11684607980	S	40	3	4321883168
9326	39375707105	11684607986	S	40	3	4321883147
9327	39375707102	11684607992	S	40	3	4321883126
9328	39375707099	11684607998	S	40	3	4321883105
9329	39375707096	11684608004	S	40	3	4321883084
9330	39375707093	11684608010	S	40	3	4321883063
9331	39375707090	11684608016	S	40	3	4321883042
9332	39375707087	11684608022	S	40	3	4321883021
9333	39375707084	11684608028	S	40	3	4321883000
9334	39375707081	11684608034	S	40	3	4321882979
9335	39375707078	11684608040	S	40	3	4321882958
9336	39375707075	11684608046	S	40	3	4321882937
9337	39375707072	11684608052	S	40	3	4321882916
9338	39375707069	11684608058	S	40	3	4321882895
9339	39375707066	11684608064	S	40	3	4321882874
9340	39375707063	11684608070	S	40	3	4321882853
9341	39375707060	11684608076	S	40	3	4321882832
9342	39375707057	11684608082	S	40	3	4321882811
9343	39375707054	11684608088	S	40	3	4321882790
9344	39375707051	11684608094	S	40	3	4321882769
9345	39375707048	11684608100	S	40	3	4321882748
9346	39375707045	11684608106	S	40	3	4321882727
9347	39375707042	11684608112	S	40	3	4321882706
9348	39375707039	11684608118	S	40	3	4321882685
9349	39375707036	11684608124	S	40	3	4321882664
9350	39375707033	11684608130	S	40	3	4321882643
9351	39375707030	11684608136	S	40	3	4321882622
9352	39375707027	11684608142	S	40	3	4321882601
9353	39375707024	11684608148	S	40	3	4321882580
9354	39375707021	11684608154	S	40	3	4321882559
9355	39375707018	11684608160	S	40	3	4321882538
9356	39375707015	11684608166	S	40	3	4321882517
9357	39375707012	11684608172	S	40	3	4321882496
9358	39375707009	11684608178	S	40	3	4321882475
9359	39375707006	11684608184	S	40	3	4321882454
9360	39375707003	11684608190	S	40	3	4321882433
9361	39375707000	11684608196	S	40	3	4321882412
9362	39375706997	11684608202	S	40	3	4321882391
9363	39375706994	11684608208	S	40	3	4321882370
9364	39375706991	11684608214	S	40	3	4321882349
9365	39375706988	11684608220	S	40	3	4321882328
9366	39375706985	11684608226	S	40	3	4321882307
9367	39375706982	11684608232	S	40	3	4321882286
9368	39375706979	11684608238	S	40	3	4321882265
9369	39375706976	11684608244	S	40	3	4321882244
9370	39375706973	11684608250	S	40	3	4321882223
9371	39375706970	11684608256	S	40	3	4321882202
9372	39375706967	11684608262	S	40	3	4321882181
9373	39375706964	11684608268	S	40	3	4321882160
9374	39375706961	11684608274	S	40	3	4321882139
9375	39375706958	11684608280	S	40	3	4321882118
9376	39375706955	11684608286	S	40	3	4321882097
9377	39375706952	11684608292	S	40	3	4321882076
9378	39375706949	11684608298	S	40	3	4321882055
9379	39375706946	11684608304	S	40	3	4321882034
9380	39375706943	11684608310	S	40	3	4321882013
9381	39375706940	11684608316	S	40	3	4321881992
9382	39375706937	11684608322	S	40	3	4321881971
9383	39375706934	11684608328	S	40	3	4321881950
9384	39375706931	11684608334	S	40	3	4321881929
9385	39375706928	11684608340	S	40	3	4321881908
9386	39375706925	11684608346	S	40	3	4321881887
9387	39375706922	11684608352	S	40	3	4321881866
9388	39375706919	11684608358	S	40	3	4321881845
9389	39375706916	11684608364	S	40	3	4321881824
9390	39375706913	11684608370	S	40	3	4321881803
9391	39375706910	11684608376	S	40	3	4321881782
9392	39375706907	11684608382	S	40	3	4321881761
9393	39375706904	11684608388	S	40	3	4321881740
9394	39375706901	11684608394	S	40	3	4321881719
9395	39375706898	11684608400	S	40	3	4321881698
9396	39375706895	11684608406	S	40	3	4321881677
9397	39375706892	11684608412	S	40	3	4321881656
9398	39375706889	11684608418	S	40	3	4321881635
9399	39375706886	11684608424	S	40	3	4321881614
9400	39375706883	11684608430	S	40	3	4321881593
9401	39375706880	11684608436	S	40	3	4321881572
9402	39375706877	11684608442	S	40	3	4321881551
9403	39375706874	11684608448	S	40	3	4321881530
9404	39375706871	11684608454	S	40	3	4321881509
9405	39375706868	11684608460	S	40	3	4321881488
9406	39375706865	11684608466	S	40	3	4321881467
9407	39375706862	11684608472	S	40	3	4321881446
9408	39375706859	11684608478	S	40	3	4321881425
9409	39375706856	11684608484	S	40	3	4321881404
9410	39375706853	11684608490	S	40	3	4321881383
9411	39375706850	11684608496	S	40	3	4321881362
9412	39375706847	11684608502	S	40	3	4321881341
9413	39375706844	11684608508	S	40	3	4321881320
9414	39375706841	11684608514	S	40	3	4321881299
9415	39375706838	11684608520	S	40	3	4321881278
9416	39375706835	11684608526	S	40	3	4321881257
9417	39375706832	11684608532	S	40	3	4321881236
9418	39375706829	11684608538	S	40	3	4321881215
9419	39375706826	11684608544	S	40	3	4321881194
9420	39375706823	11684608550	S	40	3	4321881173
9421	39375706820	11684608556	S	40	3	4321881152
9422	39375706817	11684608562	S	40	3	4321881131
9423	39375706814	11684608568	S	40	3	4321881110
9424	39375706811	11684608574	S	40	3	4321881089
9425	39375706808	11684608580	S	40	3	4321881068
9426	39375706805	11684608586	S	40	3	4321881047
9427	39375706802	11684608592	S	40	3	4321881026
9428	39375706799	11684608598	S	40	3	4321881005
9429	39375706796	11684608604	S	40	3	4321880984
9430	39375706793	11684608610	S	40	3	4321880963
9431	39375706790	11684608616	S	40	3	4321880942
9432	39375706787	11684608622	S	40	3	4321880921
9433	39375706784	11684608628	S	40	3	4321880900
9434	39375706781	11684608634	S	40	3	4321880879
9435	39375706778	11684608640	S	40	3	4321880858
9436	39375706775	11684608646	S	40	3	4321880837
9437	39375706772	11684608652	S	40	3	4321880816
9438	39375706769	11684608658	S	40	3	4321880795
9439	39375706766	11684608664	S	40	3	4321880774
9440	39375706763	11684608670	S	40	3	4321880753
9441	39375706760	11684608676	S	40	3	4321880732
9442	39375706757	11684608682	S	40	3	4321880711
9443	39375706754	11684608688	S	40	3	4321880690
9444	39375706751	11684608694	S	40	3	4321880669
9445	39375706748	11684608700	S	40	3	4321880648
9446	39375706745	11684608706	S	40	3	4321880627
9447	39375706742	11684608712	S	40	3	4321880606
9448	39375706739	11684608718	S	40	3	4321880585
9449	39375706736	11684608724	S	40	3	4321880564
9450	39375706733	11684608730	S	40	3	4321880543
9451	39375706730	11684608736	S	40	3	4321880522
9452	39375706727	11684608742	S	40	3	4321880501
9453	39375706724	11684608748	S	40	3	4321880480
9454	39375706721	11684608754	S	40	3	4321880459
9455	39375706718	11684608760	S	40	3	4321880438
9456	39375706715	11684608766	S	40	3	4321880417
9457	39375706712	11684608772	S	40	3	4321880396
9458	39375706709	11684608778	S	40	3	4321880375
9459	39375706706	11684608784	S	40	3	4321880354
9460	39375706703	11684608790	S	40	3	4321880333
9461	39375706700	11684608796	S	40	3	4321880312
9462	39375706697	11684608802	S	40	3	4321880291
9463	39375706694	11684608808	S	40	3	4321880270
9464	39375706691	11684608814	S	40	3	4321880249
9465	39375706688	11684608820	S	40	3	4321880228
9466	39375706685	11684608826	S	40	3	4321880207
9467	39375706682	11684608832	S	40	3	4321880186
9468	39375706679	11684608838	S	40	3	4321880165
9469	39375706676	11684608844	S	40	3	4321880144
9470	39375706673	11684608850	S	40	3	4321880123
9471	39375706670	11684608856	S	40	3	4321880102
9472	39375706667	11684608862	S	40	3	4321880081
9473	39375706664	11684608868	S	40	3	4321880060
9474	39375706661	11684608874	S	40	3	4321880039
9475	39375706658	11684608880	S	40	3	4321880018
9476	39375706655	11684608886	S	40	3	4321879997
9477	39375706652	11684608892	S	40	3	4321879976
9478	39375706649	11684608898	S	40	3	4321879955
9479	39375706646	11684608904	S	40	3	4321879934
9480	39375706643	11684608910	S	40	3	4321879913
9481	39375706640	11684608916	S	40	3	4321879892
9482	39375706637	11684608922	S	40	3	4321879871
9483	39375706634	11684608928	S	40	3	4321879850
9484	39375706631	11684608934	S	40	3	4321879829
9485	39375706628	11684608940	S	40	3	4321879808
9486	39375706625	11684608946	S	40	3	4321879787
9487	39375706622	11684608952	S	40	3	4321879766
9488	39375706619	11684608958	S	40	3	4321879745
9489	39375706616	11684608964	S	40	3	4321879724
9490	39375706613	11684608970	S	40	3	4321879703
9491	39375706610	11684608976	S	40	3	4321879682
9492	39375706607	11684608982	S	40	3	4321879661
9493	39375706604	11684608988	S	40	3	4321879640
9494	39375706601	11684608994	S	40	3	4321879619
9495	39375706598	11684609000	S	40	3	4321879598
9496	39375706595	11684609006	S	40	3	4321879577
9497	39375706592	11684609012	S	40	3	4321879556
9498	39375706589	11684609018	S	40	3	4321879535
9499	39375706586	11684609024	S	40	3	4321879514
9500	39375706583	11684609030	S	40	3	4321879493
9501	39375706580	11684609036	S	40	3	4321879472
9502	39375706577	11684609042	S	40	3	4321879451
9503	39375706574	11684609048	S	40	3	4321879430
9504	39375706571	11684609054	S	40	3	4321879409
9505	39375706568	11684609060	S	40	3	4321879388
9506	39375706565	11684609066	S	40	3	4321879367
9507	39375706562	11684609072	S	40	3	4321879346
9508	39375706559	11684609078	S	40	3	4321879325
9509	39375706556	11684609084	S	40	3	4321879304
9510	39375706553	11684609090	S	40	3	4321879283
9511	39375706550	11684609096	S	40	3	4321879262
9512	39375706547	11684609102	S	40	3	4321879241
9513	39375706544	11684609108	S	40	3	4321879220
9514	39375706541	11684609114	S	40	3	4321879199
9515	39375706538	11684609120	S	40	3	4321879178
9516	39375706535	11684609126	S	40	3	4321879157
9517	39375706532	11684609132	S	40	3	4321879136
9518	39375706529	11684609138	S	40	3	4321879115
9519	39375706526	11684609144	S	40	3	4321879094
9520	39375706523	11684609150	S	40	3	4321879073
9521	39375706520	11684609156	S	40	3	4321879052
9522	39375706517	11684609162	S	40	3	4321879031
9523	39375706514	11684609168	S	40	3	4321879010
9524	39375706511	11684609174	S	40	3	4321878989
9525	39375706508	11684609180	S	40	3	4321878968
9526	39375706505	11684609186	S	40	3	4321878947
9527	39375706502	11684609192	S	40	3	4321878926
9528	39375706499	11684609198	S	40	3	4321878905
9529	39375706496	11684609204	S	40	3	4321878884
9530	39375706493	11684609210	S	40	3	4321878863
9531	39375706490	11684609216	S	40	3	4321878842
9532	39375706487	11684609222	S	40	3	4321878821
9533	39375706484	11684609228	S	40	3	4321878800
9534	39375706481	11684609234	S	40	3	4321878779
9535	39375706478	11684609240	S	40	3	4321878758
9536	39375706475	11684609246	S	40	3	4321878737
9537	39375706472	11684609252	S	40	3	4321878716
9538	39375706469	11684609258	S	40	3	4321878695
9539	39375706466	11684609264	S	40	3	4321878674
9540	39375706463	11684609270	S	40	3	4321878653
9541	39375706460	11684609276	S	40	3	4321878632
9542	39375706457	11684609282	S	40	3	4321878611
9543	39375706454	11684609288	S	40	3	4321878590
9544	39375706451	11684609294	S	40	3	4321878569
9545	39375706448	11684609300	S	40	3	4321878548
9546	39375706445	11684609306	S	40	3	4321878527
9547	39375706442	11684609312	S	40	3	4321878506
9548	39375706439	11684609318	S	40	3	4321878485
9549	39375706436	11684609324	S	40	3	4321878464
9550	39375706433	11684609330	S	40	3	4321878443
9551	39375706430	11684609336	S	40	3	4321878422
9552	39375706427	11684609342	S	40	3	4321878401
9553	39375706424	11684609348	S	40	3	4321878380
9554	39375706421	11684609354	S	40	3	4321878359
9555	39375706418	11684609360	S	40	3	4321878338
9556	39375706415	11684609366	S	40	3	4321878317
9557	39375706412	11684609372	S	40	3	4321878296
9558	39375706409	11684609378	S	40	3	4321878275
9559	39375706406	11684609384	S	40	3	4321878254
9560	39375706403	11684609390	S	40	3	4321878233
9561	39375706400	11684609396	S	40	3	4321878212
9562	39375706397	11684609402	S	40	3	4321878191
9563	39375706394	11684609408	S	40	3	4321878170
9564	39375706391	11684609414	S	40	3	4321878149
9565	39375706388	11684609420	S	40	3	4321878128
9566	39375706385	11684609426	S	40	3	4321878107
9567	39375706382	11684609432	S	40	3	4321878086
9568	39375706379	11684609438	S	40	3	4321878065
9569	39375706376	11684609444	S	40	3	4321878044
9570	39375706373	11684609450	S	40	3	4321878023
9571	39375706370	11684609456	S	40	3	4321878002
9572	39375706367	11684609462	S	40	3	4321877981
9573	39375706364	11684609468	S	40	3	4321877960
9574	39375706361	11684609474	S	40	3	4321877939
9575	39375706358	11684609480	S	40	3	4321877918
9576	39375706355	11684609486	S	40	3	4321877897
9577	39375706352	11684609492	S	40	3	4321877876
9578	39375706349	11684609498	S	40	3	4321877855
9579	39375706346	11684609504	S	40	3	4321877834
9580	39375706343	11684609510	S	40	3	4321877813
9581	39375706340	11684609516	S	40	3	4321877792
9582	39375706337	11684609522	S	40	3	4321877771
9583	39375706334	11684609528	S	40	3	4321877750
9584	39375706331	11684609534	S	40	3	4321877729
9585	39375706328	11684609540	S	40	3	4321877708
9586	39375706325	11684609546	S	40	3	4321877687
9587	39375706322	11684609552	S	40	3	4321877666
9588	39375706319	11684609558	S	40	3	4321877645
9589	39375706316	11684609564	S	40	3	4321877624
9590	39375706313	11684609570	S	40	3	4321877603
9591	39375706310	11684609576	S	40	3	4321877582
9592	39375706307	11684609582	S	40	3	4321877561
9593	39375706304	11684609588	S	40	3	4321877540
9594	39375706301	11684609594	S	40	3	4321877519
9595	39375706298	11684609600	S	40	3	4321877498
9596	39375706295	11684609606	S	40	3	4321877477
9597	39375706292	11684609612	S	40	3	4321877456
9598	39375706289	11684609618	S	40	3	4321877435
9599	39375706286	11684609624	S	40	3	4321877414
9600	39375706283	11684609630	S	40	3	4321877393
9601	39375706280	11684609636	S	40	3	4321877372
9602	39375706277	11684609642	S	40	3	4321877351
9603	39375706274	11684609648	S	40	3	4321877330
9604	39375706271	11684609654	S	40	3	4321877309
9605	39375706268	11684609660	S	40	3	4321877288
9606	39375706265	11684609666	S	40	3	4321877267
9607	39375706262	11684609672	S	40	3	4321877246
9608	39375706259	11684609678	S	40	3	4321877225
9609	39375706256	11684609684	S	40	3	4321877204
9610	39375706253	11684609690	S	40	3	4321877183
9611	39375706250	11684609696	S	40	3	4321877162
9612	39375706247	11684609702	S	40	3	4321877141
9613	39375706244	11684609708	S	40	3	4321877120
9614	39375706241	11684609714	S	40	3	4321877099
9615	39375706238	11684609720	S	40	3	4321877078
